timestamp,event,poly_price,bf_odds,ev_net,sentiment,result_15min,latency_ms,gas_pc,drift,tokens_cost,volatility_tag
2026-02-06T18:22:44.037569,Greuther Furth v FC Magdeburg,0.225,4.6,124.29%,0.5,PENDING,0.00,0.01%,0.00,0.00200,NORMAL
2026-02-06T18:22:54.261087,Fulham v Everton,0.255,4.0,96.54%,0.5,PENDING,0.00,0.01%,0.00,0.00200,NORMAL
2026-02-06T18:22:56.603456,Memphis Grizzlies @ Portland Trail Blazers,0.285,5.1,106.49%,0.5,PENDING,0.00,0.01%,0.00,0.00200,NORMAL
2026-02-06T18:22:59.685416,Atalanta v US Cremonese,0.1,10.5,407.63%,0.5,PENDING,0.00,0.00%,0.00,0.00200,NORMAL
2026-02-06T18:22:59.787580,Angers v Toulouse,0.305,3.35,64.54%,0.5,PENDING,0.00,0.02%,0.00,0.00200,NORMAL
2026-02-06T18:23:03.360018,Verona v Pisa,0.315,3.25,59.49%,0.5,PENDING,0.00,0.02%,0.00,0.00200,NORMAL
2026-02-06T18:23:04.322160,Nice v Monaco,0.25,4.1,100.95%,0.5,PENDING,0.00,0.01%,0.00,0.00200,NORMAL
2026-02-06T18:23:10.042398,Barcelona v Mallorca,0.055,19.5,832.19%,0.5,PENDING,0.00,0.00%,0.00,0.00200,NORMAL
2026-02-06T18:23:13.464845,Mainz v Augsburg,0.265,3.8,87.94%,0.5,PENDING,0.00,0.01%,0.00,0.00200,NORMAL
2026-02-06T18:23:17.316550,Elversberg v Hertha Berlin,0.45,2.3,12.39%,0.5,PENDING,0.00,0.08%,0.00,0.00200,NORMAL
2026-02-06T18:23:23.524415,Fortuna Sittard v Sparta Rotterdam,0.285,3.75,79.97%,0.5,PENDING,0.00,0.01%,0.00,0.00200,NORMAL
2026-02-06T18:23:28.308651,NAC Breda v Excelsior,0.21,5.0,141.98%,0.5,PENDING,0.00,0.01%,0.00,0.00200,NORMAL
2026-02-06T18:23:30.485432,Al-Kholood Club v Al-Shabab (KSA),0.245,5.3,128.94%,0.5,PENDING,0.00,0.01%,0.00,0.00200,NORMAL
2026-02-06T18:23:37.328994,Union Berlin v Eintracht Frankfurt,0.455,2.22,9.84%,0.5,PENDING,0.00,0.10%,0.00,0.00200,NORMAL
2026-02-06T18:23:39.432667,Auxerre v Paris FC,0.325,3.2,55.80%,0.5,PENDING,0.00,0.02%,0.00,0.00200,NORMAL
2026-02-06T18:23:39.664648,Roma v Cagliari,0.235,4.5,117.05%,0.5,PENDING,0.00,0.01%,0.00,0.00200,NORMAL
2026-02-06T18:23:40.092921,Burnley v West Ham,0.275,3.75,83.27%,0.5,PENDING,0.00,0.01%,0.00,0.00200,NORMAL
2026-02-06T18:23:53.174032,St Etienne v Montpellier,0.24,4.6,116.99%,0.5,PENDING,0.00,0.01%,0.00,0.00200,NORMAL
2026-02-06T18:23:53.918859,Real Sociedad v Elche,0.235,4.3,112.23%,0.5,PENDING,0.00,0.01%,0.00,0.00200,NORMAL
2026-02-06T18:24:18.309460,Mantova v SSD Bari,0.235,4.4,114.67%,0.5,PENDING,0.00,0.01%,0.00,0.00200,NORMAL
2026-02-06T18:24:23.341147,Burnley v West Ham,0.295,3.45,69.77%,0.5,PENDING,0.00,0.01%,0.00,0.00200,NORMAL
2026-02-06T18:24:27.999953,Teplice v MFK Karvina,0.385,2.72,32.04%,0.5,PENDING,0.00,0.03%,0.00,0.00200,NORMAL
2026-02-06T18:24:35.490932,Al Nassr v Al-Ittihad,0.185,6.0,182.09%,0.5,PENDING,0.00,0.01%,0.00,0.00200,NORMAL
2026-02-06T18:24:56.254184,Braga v Rio Ave,0.14,9.0,295.07%,0.5,PENDING,0.00,0.00%,0.00,0.00200,NORMAL
2026-02-06T18:25:02.094298,Fiorentina v Torino,0.255,4.0,96.54%,0.5,PENDING,0.00,0.01%,0.00,0.00200,NORMAL
2026-02-06T18:25:05.278781,Audax Italiano v Univ de Concepcion,0.295,3.5,70.98%,0.5,PENDING,0.00,0.01%,0.00,0.00200,NORMAL
2026-02-06T18:25:10.806577,Fatih Karagumruk Istanbul v Antalyaspor,0.305,3.35,64.54%,0.5,PENDING,0.00,0.02%,0.00,0.00200,NORMAL
2026-02-06T18:25:11.837559,Anadolu Efes SK v BC Zalgiris Kaunas,0.455,2.5,16.30%,0.5,PENDING,0.00,0.06%,0.00,0.00200,NORMAL
2026-02-06T18:25:11.940329,Las Palmas v Burgos,0.29,3.5,72.46%,0.5,PENDING,0.00,0.01%,0.00,0.00200,NORMAL
2026-02-06T18:25:16.915308,FC Koln v RB Leipzig,0.475,2.16,6.05%,0.5,PENDING,0.00,0.17%,0.00,0.00200,NORMAL
2026-02-06T18:25:23.870179,St Pauli v Stuttgart,0.255,3.95,95.31%,0.5,PENDING,0.00,0.01%,0.00,0.00200,NORMAL
2026-02-06T18:25:37.825445,Genoa v Napoli,0.205,5.0,144.95%,0.5,PENDING,0.00,0.01%,0.00,0.00200,NORMAL
2026-02-06T18:25:45.787370,Aldosivi v Rosario Central,0.445,2.32,13.51%,0.5,PENDING,0.00,0.07%,0.00,0.00200,NORMAL
2026-02-06T18:44:12.537489,Fulham v Everton,0.255,4.0,96.54%,0.5,PENDING,0.00,0.01%,0.00,0.00200,NORMAL
2026-02-06T18:44:13.938534,Atalanta v US Cremonese,0.1,10.5,407.63%,0.5,PENDING,0.00,0.00%,0.00,0.00200,NORMAL
2026-02-06T18:44:14.020270,Memphis Grizzlies @ Portland Trail Blazers,0.285,5.2,108.13%,0.5,PENDING,0.00,0.01%,0.00,0.00200,NORMAL
2026-02-06T18:44:14.424093,Angers v Toulouse,0.31,3.35,63.20%,0.5,PENDING,0.00,0.02%,0.00,0.00200,NORMAL
2026-02-06T18:44:15.780241,Verona v Pisa,0.315,3.3,60.69%,0.5,PENDING,0.00,0.02%,0.00,0.00200,NORMAL
2026-02-06T18:44:16.230396,Nice v Monaco,0.25,4.2,103.34%,0.5,PENDING,0.00,0.01%,0.00,0.00200,NORMAL
2026-02-06T18:44:18.364334,Barcelona v Mallorca,0.055,19.0,820.40%,0.5,PENDING,0.00,0.00%,0.00,0.00200,NORMAL
2026-02-06T18:44:18.833249,Mainz v Augsburg,0.265,3.85,89.16%,0.5,PENDING,0.00,0.01%,0.00,0.00200,NORMAL
2026-02-06T18:44:20.364913,Elversberg v Hertha Berlin,0.45,2.3,12.39%,0.5,PENDING,0.00,0.08%,0.00,0.00200,NORMAL
2026-02-06T18:44:21.877342,Le Havre v Strasbourg,0.22,4.7,129.27%,0.5,PENDING,0.00,0.01%,0.00,0.00200,NORMAL
2026-02-06T18:44:25.130354,Fortuna Sittard v Sparta Rotterdam,0.285,3.75,79.97%,0.5,PENDING,0.00,0.01%,0.00,0.00200,NORMAL
2026-02-06T18:44:27.391896,NAC Breda v Excelsior,0.21,5.0,141.98%,0.5,PENDING,0.00,0.01%,0.00,0.00200,NORMAL
2026-02-06T18:44:29.082446,Al-Kholood Club v Al-Shabab (KSA),0.245,5.3,128.94%,0.5,PENDING,0.00,0.01%,0.00,0.00200,NORMAL
2026-02-06T18:44:29.587790,Real Sociedad v Elche,0.235,4.3,112.23%,0.5,PENDING,0.00,0.01%,0.00,0.00200,NORMAL
2026-02-06T18:44:31.129479,Union Berlin v Eintracht Frankfurt,0.455,2.22,9.84%,0.5,PENDING,0.00,0.10%,0.00,0.00200,NORMAL
2026-02-06T18:44:32.316092,Auxerre v Paris FC,0.325,3.2,55.80%,0.5,PENDING,0.00,0.02%,0.00,0.00200,NORMAL
2026-02-06T18:44:32.495146,Roma v Cagliari,0.235,4.5,117.05%,0.5,PENDING,0.00,0.01%,0.00,0.00200,NORMAL
2026-02-06T18:44:32.582911,Burnley v West Ham,0.275,3.75,83.27%,0.5,PENDING,0.00,0.01%,0.00,0.00200,NORMAL
2026-02-06T18:44:40.804285,St Etienne v Montpellier,0.24,4.6,116.99%,0.5,PENDING,0.00,0.01%,0.00,0.00200,NORMAL
2026-02-06T18:44:42.415692,Mantova v SSD Bari,0.235,4.4,114.67%,0.5,PENDING,0.00,0.01%,0.00,0.00200,NORMAL
2026-02-06T18:44:43.526557,Burnley v West Ham,0.295,3.45,69.77%,0.5,PENDING,0.00,0.01%,0.00,0.00200,NORMAL
2026-02-06T18:44:45.490247,Teplice v MFK Karvina,0.385,2.72,32.04%,0.5,PENDING,0.00,0.03%,0.00,0.00200,NORMAL
2026-02-06T18:44:51.226941,Braga v Rio Ave,0.14,9.0,295.07%,0.5,PENDING,0.00,0.00%,0.00,0.00200,NORMAL
2026-02-06T18:44:52.621002,Fiorentina v Torino,0.255,4.0,96.54%,0.5,PENDING,0.00,0.01%,0.00,0.00200,NORMAL
2026-02-06T18:44:53.779152,Audax Italiano v Univ de Concepcion,0.295,3.5,70.98%,0.5,PENDING,0.00,0.01%,0.00,0.00200,NORMAL
2026-02-06T18:44:55.326136,Fatih Karagumruk Istanbul v Antalyaspor,0.305,3.35,64.54%,0.5,PENDING,0.00,0.02%,0.00,0.00200,NORMAL
2026-02-06T18:44:55.580284,Las Palmas v Burgos,0.29,3.5,72.46%,0.5,PENDING,0.00,0.01%,0.00,0.00200,NORMAL
2026-02-06T18:44:57.280065,FC Koln v RB Leipzig,0.485,2.16,4.93%,0.5,PENDING,0.00,0.20%,0.00,0.00200,NORMAL
2026-02-06T18:44:59.951491,St Pauli v Stuttgart,0.255,3.95,95.31%,0.5,PENDING,0.00,0.01%,0.00,0.00200,NORMAL
2026-02-06T18:45:00.159447,Indiana Pacers @ Milwaukee Bucks,0.505,2.06,0.45%,0.5,PENDING,0.00,2.20%,0.00,0.00200,NORMAL
2026-02-06T18:45:01.780154,Genoa v Napoli,0.205,5.0,144.95%,0.5,PENDING,0.00,0.01%,0.00,0.00200,NORMAL
2026-02-06T18:45:03.533143,Aldosivi v Rosario Central,0.445,2.32,13.51%,0.5,PENDING,0.00,0.07%,0.00,0.00200,NORMAL
2026-02-06T18:45:06.447662,Freiburg v Werder Bremen,0.255,4.1,98.95%,0.5,PENDING,0.00,0.01%,0.00,0.00200,NORMAL
2026-02-06T18:46:11.144177,Fulham v Everton,0.255,4.0,96.54%,0.5,PENDING,0.00,0.01%,0.00,0.00200,NORMAL
2026-02-06T18:46:12.560527,Atalanta v US Cremonese,0.1,10.5,407.63%,0.5,PENDING,0.00,0.00%,0.00,0.00200,NORMAL
2026-02-06T18:46:12.660574,Memphis Grizzlies @ Portland Trail Blazers,0.285,5.2,108.13%,0.5,PENDING,0.00,0.01%,0.00,0.00200,NORMAL
2026-02-06T18:46:13.053211,Angers v Toulouse,0.31,3.35,63.20%,0.5,PENDING,0.00,0.02%,0.00,0.00200,NORMAL
2026-02-06T18:46:14.381920,Verona v Pisa,0.315,3.3,60.69%,0.5,PENDING,0.00,0.02%,0.00,0.00200,NORMAL
2026-02-06T18:46:14.801828,Nice v Monaco,0.25,4.2,103.34%,0.5,PENDING,0.00,0.01%,0.00,0.00200,NORMAL
2026-02-06T18:46:17.033351,Barcelona v Mallorca,0.055,19.0,820.40%,0.5,PENDING,0.00,0.00%,0.00,0.00200,NORMAL
2026-02-06T18:46:17.532830,Mainz v Augsburg,0.265,3.85,89.16%,0.5,PENDING,0.00,0.01%,0.00,0.00200,NORMAL
2026-02-06T18:46:19.281612,Elversberg v Hertha Berlin,0.45,2.3,12.39%,0.5,PENDING,0.00,0.08%,0.00,0.00200,NORMAL
